BIC,description
1,"Erwan Velu from eNovance reported a vulnerability in OpenStack Nova.
The hypervisor is passing host system uuid (-smbios version) to guests, and this happen to be a critical info leak.
The defect have been pinpointed to:
 https://github.com/openstack/nova/blob/master/nova/virt/libvirt/driver.py#L3054
From a simple virtual machine, this may allow numerous info leak like:
    Allow compute hardware enumeration from guests
    Deduce service tag and get all hardware configuration
    Ability to know if two instances are on the same compute
Dell hardware is particulary impacted as :
    - the uuid encodes the service tag
    - the service tag can be used on support site to determine:
    - detailled hardware configuration
    - date & country where the hw was shipped
    - date & type of support contract
    - amount of servers bought during this shipment
If there is no use case for this, we should scrambled that piece of information."
0," they should be renamed."""
0,"  File ""neutron/neutron/tests/functional/agent/linux/base.py"", line 59, in create_resource
    name = self.get_rand_name(n_const.DEV_NAME_MAX_LEN, name_prefix)
AttributeError: 'module' object has no attribute 'DEV_NAME_MAX_LEN'"
0,The file nova/virt/vmwareapi/fake.py should be moved to the tests directory. This is solely used in the unit tests. There is no need for this to reside in the virt directory.
1,"Catch ""does not exist"" exception of NMS scsidisk lu_exists method."
1,"If the volume creation fails, we won't be able to delete the volume. It will go from error state to error-deleting. The reason is that the delete_volume method fails when the iSCSI disk does not exist. In fact, it should skip deleting the disk if it does not exist.
Trace: http://paste.openstack.org/show/75340/"
1,"In edge_appliance_driver.py, there is a comma added when setting the datacenter moid, so the result is the value datacenter moid is changed to the tuple type, that is wrong.
 if datacenter_moid:
edge['datacenterMoid'] = datacenter_moid, ===> Should remove the ','
return edge"
1,"When spawning some instances, nova VMware driver could have a race condition in VNC port allocation. Although the get_vnc_port function has a lock it not guarantee that the whole vnc port allocation process is locked, so another instance could receive the same port if it requests the VNC port before nova has finished the vnc port allocation to another VM.

If the instances with the same VNC port are allocated in same host it could lead to a improper access to the instance console.

Reproduce the problem: Launch two or more instances at same time. In some cases one instance could execute the get_vnc_port and pick a port but before this instance has finished the _set_vnc_config another instance could execute get_vnc_port and pick the same port.

How often this occurs: unpredictable."
0,"The rpc api build_and_run_instance should be back-compatible with icehouse, as the code https://github.com/openstack/nova/blob/master/nova/compute/rpcapi.py#L887

It turn the request_network object into tuple that can be understand by icehouse code.

But the commit a8a5d44c8aca218f00649232c2b8a46aee59b77e change the request_network parameter. It add pci_request_id for each item. When request_network object turn it to tuple, it will add pci_request_id into
tuple also, that make each tuple have four items. https://github.com/openstack/nova/blob/master/nova/objects/network_request.py#L37

Old code only accept three items for each tuple: https://github.com/openstack/nova/blob/2014.1/nova/network/neutronv2/api.py#L237

Then the rpc api back-compatiblity is broken."
1,"It's not clear if n-cpu is dying trying to acquire the lock ""lock_bridge"" or if it's just hanging.
http://logs.openstack.org/08/109108/1/check/check-tempest-dsvm-full/4417111/logs/screen-n-cpu.txt.gz
The logs for n-cpu stop about 15 minutes before the rest of the test run, and all tests doing things that require the hypervisor executed after that point fail with different errors."
0,"When creating a new task, the api correctly returns a 201. However per spec it should also return a 'Location' header with the URI to the newly created resource. Currently it does not."
0,"This happened in 14 out of 156 runs. Here is a sample:
https://review.openstack.org/#/c/51751/9
http://logs.openstack.org/51/51751/9/check/check-tempest-devstack-vm-postgres-full/ab64cc3
2013-10-22 20:48:20.036 | 2013-10-22 20:41:24.129 21399 ERROR nova.virt.libvirt.driver [-] Getting disk size of instance-00000069: [Errno 2] No such file or directory: '/opt/stack/data/nova/instances/cd1428aa-fa8a-43d9-8180-888e832c35c2/disk'"
0,"code duplication between neutron.unit.services.loadbalancer.test_loadbalancer_plugin
and neutron.unit.services.vpn.test_vpnaas_extension"
1,"When creating a consistency group, the scheduler will find a backend that
supports all input volume types. If volume types are not provided, the
default_volume_type in cinder.conf will be used, however, this could cause
inconsistent behavior in a user environment where the default_volume_type
is defined in some places but not in others. This fix removed the use of
default_volume_type for CG creation, added a check to verify that
volume types are provided when creating a CG.
When creating a volume and adding it to a CG, we need to make sure a
volume type is provided as well."
0,"As of today we are seeing the following scheduler errors when trying to schedule Ironic instances:

Sep 13 16:42:48 ubuntu nova-scheduler: a/local/lib/python2.7/site-packages/nova/scheduler/filter_scheduler.py"", line 147, in select_destinations\n filter_properties)\n', ' File ""/opt/stack/venvs/nova/local/lib/python2.7/site-packages/nova/scheduler/filter_scheduler.py"", line 300, in _schedule\n chosen_host.obj.consume_from_instance(context, instance_properties)\n', 'TypeError: consume_from_instance() takes exactly 2 arguments (3 given)\n']"
0,"The Cisco Nexus plugin currently has no support for migration events via update_port when an instance is migrated from Nova. As a result the plugin currently does not do anything when an instance is migrated.

Portbinding support has been added to the Cisco plugin via this bug: https://bugs.launchpad.net/neutron/+bug/1218033

The plugin should be able to detect changes in the binding:host_id and unconfigure/reconfigure ports on the Nexus appropriately."
1,"how to duplicate
Manually creating host in 3PAR IMC with wwn from host
create volume
Attach volume
detach volume
2014-01-29 15:09:47.582 DEBUG cinder.openstack.common.lockutils [req-f29fe230-471a-4821-8849-c4e895d8a204 77447ba13f024c8db5f0b94617e890c4 e6e6663adee94511ac5657274455f
cad] Got semaphore ""3par"" for method ""terminate_connection""... from (pid=6822) inner /opt/stack/cinder/cinder/openstack/common/lockutils.py:191
2014-01-29 15:09:47.583 DEBUG cinder.openstack.common.lockutils [req-f29fe230-471a-4821-8849-c4e895d8a204 77447ba13f024c8db5f0b94617e890c4 e6e6663adee94511ac5657274455f
cad] Attempting to grab file lock ""3par"" for method ""terminate_connection""... from (pid=6822) inner /opt/stack/cinder/cinder/openstack/common/lockutils.py:202
2014-01-29 15:09:47.584 DEBUG cinder.openstack.common.lockutils [req-f29fe230-471a-4821-8849-c4e895d8a204 77447ba13f024c8db5f0b94617e890c4 e6e6663adee94511ac5657274455f
cad] Got file lock ""3par"" at /opt/stack/data/cinder/cinder-3par for method ""terminate_connection""... from (pid=6822) inner /opt/stack/cinder/cinder/openstack/common/loc
kutils.py:232
2014-01-29 15:09:47.584 DEBUG cinder.volume.drivers.san.hp.hp_3par_common [req-f29fe230-471a-4821-8849-c4e895d8a204 77447ba13f024c8db5f0b94617e890c4 e6e6663adee94511ac5
657274455fcad] Connecting to 3PAR from (pid=6822) client_login /opt/stack/cinder/cinder/volume/drivers/san/hp/hp_3par_common.py:178
2014-01-29 15:09:48.021 DEBUG cinder.volume.drivers.san.hp.hp_3par_common [req-f29fe230-471a-4821-8849-c4e895d8a204 77447ba13f024c8db5f0b94617e890c4 e6e6663adee94511ac5
657274455fcad] Disconnect from 3PAR from (pid=6822) client_logout /opt/stack/cinder/cinder/volume/drivers/san/hp/hp_3par_common.py:189
2014-01-29 15:09:48.022 DEBUG cinder.openstack.common.lockutils [req-f29fe230-471a-4821-8849-c4e895d8a204 77447ba13f024c8db5f0b94617e890c4 e6e6663adee94511ac5657274455f
cad] Released file lock ""3par"" at /opt/stack/data/cinder/cinder-3par for method ""terminate_connection""... from (pid=6822) inner /opt/stack/cinder/cinder/openstack/commo
n/lockutils.py:239
2014-01-29 15:09:48.022 ERROR cinder.openstack.common.rpc.amqp [req-f29fe230-471a-4821-8849-c4e895d8a204 77447ba13f024c8db5f0b94617e890c4 e6e6663adee94511ac5657274455fc
ad] Exception during message handling
2014-01-29 15:09:48.022 TRACE cinder.openstack.common.rpc.amqp Traceback (most recent call last):
2014-01-29 15:09:48.022 TRACE cinder.openstack.common.rpc.amqp File ""/opt/stack/cinder/cinder/openstack/common/rpc/amqp.py"", line 441, in _process_data
2014-01-29 15:09:48.022 TRACE cinder.openstack.common.rpc.amqp **args)
2014-01-29 15:09:48.022 TRACE cinder.openstack.common.rpc.amqp File ""/opt/stack/cinder/cinder/openstack/common/rpc/dispatcher.py"", line 148, in dispatch
2014-01-29 15:09:48.022 TRACE cinder.openstack.common.rpc.amqp return getattr(proxyobj, method)(ctxt, **kwargs)
2014-01-29 15:09:48.022 TRACE cinder.openstack.common.rpc.amqp File ""/opt/stack/cinder/cinder/utils.py"", line 821, in wrapper
2014-01-29 15:09:48.022 TRACE cinder.openstack.common.rpc.amqp return func(self, *args, **kwargs)
2014-01-29 15:09:48.022 TRACE cinder.openstack.common.rpc.amqp File ""/opt/stack/cinder/cinder/volume/manager.py"", line 660, in terminate_connection
2014-01-29 15:09:48.022 TRACE cinder.openstack.common.rpc.amqp self.driver.terminate_connection(volume_ref, connector, force=force)
2014-01-29 15:09:48.022 TRACE cinder.openstack.common.rpc.amqp File ""/opt/stack/cinder/cinder/openstack/common/lockutils.py"", line 233, in inner
2014-01-29 15:09:48.022 TRACE cinder.openstack.common.rpc.amqp retval = f(*args, **kwargs)
2014-01-29 15:09:48.022 TRACE cinder.openstack.common.rpc.amqp File ""/opt/stack/cinder/cinder/volume/drivers/san/hp/hp_3par_fc.py"", line 226, in terminate_connection
2014-01-29 15:09:48.022 TRACE cinder.openstack.common.rpc.amqp wwn=connector['wwpns'])
2014-01-29 15:09:48.022 TRACE cinder.openstack.common.rpc.amqp File ""/opt/stack/cinder/cinder/volume/drivers/san/hp/hp_3par_common.py"", line 1024, in terminate_connec
tion
2014-01-29 15:09:48.022 TRACE cinder.openstack.common.rpc.amqp hostname = self._get_3par_hostname_from_wwn_iqn(wwn, iqn)
2014-01-29 15:09:48.022 TRACE cinder.openstack.common.rpc.amqp File ""/opt/stack/cinder/cinder/volume/drivers/san/hp/hp_3par_common.py"", line 1010, in _get_3par_hostna
me_from_wwn_iqn
2014-01-29 15:09:48.022 TRACE cinder.openstack.common.rpc.amqp if wwn == fc['WWN']:
2014-01-29 15:09:48.022 TRACE cinder.openstack.common.rpc.amqp KeyError: 'WWN'
2014-01-29 15:09:48.022 TRACE cinder.openstack.common.rpc.amqp
2014-01-29 15:09:48.024 ERROR cinder.openstack.common.rpc.common [req-f29fe230-471a-4821-8849-c4e895d8a204 77447ba13f024c8db5f0b94617e890c4 e6e6663adee94511ac5657274455
fcad] Returning exception 'WWN' to caller
2014-01-29 15:09:48.025 ERROR cinder.openstack.common.rpc.common [req-f29fe230-471a-4821-8849-c4e895d8a204 77447ba13f024c8db5f0b94617e890c4 e6e6663adee94511ac5657274455
fcad] ['Traceback (most recent call last):\n', ' File ""/opt/stack/cinder/cinder/openstack/common/rpc/amqp.py"", line 441, in _process_data\n **args)\n', ' File ""/op
t/stack/cinder/cinder/openstack/common/rpc/dispatcher.py"", line 148, in dispatch\n return getattr(proxyobj, method)(ctxt, **kwargs)\n', ' File ""/opt/stack/cinder/ci
nder/utils.py"", line 821, in wrapper\n return func(self, *args, **kwargs)\n', ' File ""/opt/stack/cinder/cinder/volume/manager.py"", line 660, in terminate_connection
\n self.driver.terminate_connection(volume_ref, connector, force=force)\n', ' File ""/opt/stack/cinder/cinder/openstack/common/lockutils.py"", line 233, in inner\n
 retval = f(*args, **kwargs)\n', ' File ""/opt/stack/cinder/cinder/volume/drivers/san/hp/hp_3par_fc.py"", line 226, in terminate_connection\n wwn=connector[\'wwpns\']
)\n', ' File ""/opt/stack/cinder/cinder/volume/drivers/san/hp/hp_3par_common.py"", line 1024, in terminate_connection\n hostname = self._get_3par_hostname_from_wwn_iq
n(wwn, iqn)\n', ' File ""/opt/stack/cinder/cinder/volume/drivers/san/hp/hp_3par_common.py"", line 1010, in _get_3par_hostname_from_wwn_iqn\n if wwn == fc[\'WWN\']:\n'
, ""KeyError: 'WWN'\n""]"
1,"There are typos in the following lines, as TestDhcpRpcCallbackMixin is misspelled.
test_db_rpc_base.py:24:class TestDhcpRpcCallackMixin(base.BaseTestCase):
test_db_rpc_base.py:27: super(TestDhcpRpcCallackMixin, self).setUp()
test_db_rpc_base.py:39: super(TestDhcpRpcCallackMixin, self).tearDown()"
0," it doesn't report it's version number or the driver it's using."""
0,"There are some test cases in test_compute_mgr.py using contextlib.nested to mock up functions even there is only one function.
We should use mock.patch.object directly if only mock one function.
def test_init_instance_sets_building_error(self):
        with contextlib.nested( <<<<< No need use nested here
            mock.patch.object(self.compute, '_instance_update')
          ) as (
            _instance_update,
          ):
            instance = instance_obj.Instance(self.context)
            instance.uuid = 'foo'
            instance.vm_state = vm_states.BUILDING
            instance.task_state = None
            self.compute._init_instance(self.context, instance)
            call = mock.call(self.context, 'foo',
                             task_state=None,
                             vm_state=vm_states.ERROR)
            _instance_update.assert_has_calls([call])"
0,"Launting an instance from bootable volume passing legacy bdm is available only using vda (no /dev/ prefix) as root device name. This is weird restriction. It prevents to create consistent instance data, because root_device_name instance attribute has /dev/ prefix, but device_name bdm attribute doesn't.

Environment: DevStack

Steps to reproduce:
1 Create bootable volume
$ cinder create --image-id xxx 1
Note: I used cirros-0.3.2-x86_64-uec ami image.

2 Boot instance from the volume by legacy bdm.
$ nova boot --flavor m1.nano --block-device-mapping /dev/vda=yyy:::1 inst

3 Wait instance status Active, go to instance console and look to 'No bootable device' message.

The reason is in _get_bdm_image_metadata in nova/compute/api.py. There only 'vda' devices are processed as root device for legacy bdm."
0,"Since this change https://review.openstack.org/#/c/98607/, if the conductor sends back a field of type ListOfObjects field in the updates dictionary after a remotable decorator has called the object_action RPC method, restoring them into objects will fail since they will already be 'hydrated' but the field's from_primitive logic won't know hot to deal with that."
